case_id,case_title,investigation_type,status,opened_at,description,data_origin,source_dataset,source_record_reference,Synthetic_Flag,Source_Dataset,Generation_Batch_ID,Confidence_Level,Provenance_Mode,Audit_Reference
CASE-01055,Synthetic investigation 1055,mixed,closed,2024-05-21T05:15:25,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1055,Medium,synthetic-design,AUDIT-cases-CASE-01055
CASE-01056,Synthetic investigation 1056,financial,open,2025-05-09T23:52:00,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1056,Medium,synthetic-design,AUDIT-cases-CASE-01056
CASE-01057,Synthetic investigation 1057,communication,review,2025-05-09T13:29:52,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1057,Medium,synthetic-design,AUDIT-cases-CASE-01057
CASE-01058,Synthetic investigation 1058,cyber,open,2024-04-02T03:45:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1058,Medium,synthetic-design,AUDIT-cases-CASE-01058
CASE-01059,Synthetic investigation 1059,physical,open,2025-05-07T12:28:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1059,Medium,synthetic-design,AUDIT-cases-CASE-01059
CASE-01060,Synthetic investigation 1060,mixed,review,2025-05-28T02:34:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1060,Medium,synthetic-design,AUDIT-cases-CASE-01060
CASE-01061,Synthetic investigation 1061,financial,review,2025-03-23T17:15:15,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1061,Medium,synthetic-design,AUDIT-cases-CASE-01061
CASE-01062,Synthetic investigation 1062,communication,review,2025-04-23T14:21:44,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1062,Medium,synthetic-design,AUDIT-cases-CASE-01062
CASE-01063,Synthetic investigation 1063,cyber,closed,2025-01-20T19:42:42,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1063,Medium,synthetic-design,AUDIT-cases-CASE-01063
CASE-01064,Synthetic investigation 1064,physical,open,2024-08-15T14:18:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1064,Medium,synthetic-design,AUDIT-cases-CASE-01064
CASE-01065,Synthetic investigation 1065,mixed,open,2024-11-07T06:35:02,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1065,Medium,synthetic-design,AUDIT-cases-CASE-01065
CASE-01066,Synthetic investigation 1066,financial,review,2025-07-18T09:11:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1066,Medium,synthetic-design,AUDIT-cases-CASE-01066
CASE-01067,Synthetic investigation 1067,communication,review,2024-06-07T02:08:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1067,Medium,synthetic-design,AUDIT-cases-CASE-01067
CASE-01068,Synthetic investigation 1068,cyber,open,2024-05-16T08:36:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1068,Medium,synthetic-design,AUDIT-cases-CASE-01068
CASE-01069,Synthetic investigation 1069,physical,closed,2025-05-31T17:41:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1069,Medium,synthetic-design,AUDIT-cases-CASE-01069
CASE-01070,Synthetic investigation 1070,mixed,review,2024-03-30T05:39:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1070,Medium,synthetic-design,AUDIT-cases-CASE-01070
CASE-01071,Synthetic investigation 1071,financial,closed,2024-07-24T01:01:12,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1071,Medium,synthetic-design,AUDIT-cases-CASE-01071
CASE-01072,Synthetic investigation 1072,communication,closed,2025-07-15T20:49:11,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1072,Medium,synthetic-design,AUDIT-cases-CASE-01072
CASE-01073,Synthetic investigation 1073,cyber,review,2024-09-22T05:30:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1073,Medium,synthetic-design,AUDIT-cases-CASE-01073
CASE-01074,Synthetic investigation 1074,physical,open,2025-01-31T13:42:03,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1074,Medium,synthetic-design,AUDIT-cases-CASE-01074
CASE-01075,Synthetic investigation 1075,mixed,open,2025-05-20T22:07:21,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1075,Medium,synthetic-design,AUDIT-cases-CASE-01075
CASE-01076,Synthetic investigation 1076,financial,closed,2025-02-09T15:26:07,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1076,Medium,synthetic-design,AUDIT-cases-CASE-01076
CASE-01077,Synthetic investigation 1077,communication,review,2025-06-15T00:21:50,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1077,Medium,synthetic-design,AUDIT-cases-CASE-01077
CASE-01078,Synthetic investigation 1078,cyber,review,2025-01-09T09:49:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1078,Medium,synthetic-design,AUDIT-cases-CASE-01078
CASE-01079,Synthetic investigation 1079,physical,open,2024-07-22T04:51:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1079,Medium,synthetic-design,AUDIT-cases-CASE-01079
CASE-01080,Synthetic investigation 1080,mixed,review,2024-09-09T11:30:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1080,Medium,synthetic-design,AUDIT-cases-CASE-01080
CASE-01081,Synthetic investigation 1081,financial,closed,2025-03-27T12:47:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1081,Medium,synthetic-design,AUDIT-cases-CASE-01081
CASE-01082,Synthetic investigation 1082,communication,review,2024-01-31T07:46:47,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1082,Medium,synthetic-design,AUDIT-cases-CASE-01082
CASE-01083,Synthetic investigation 1083,cyber,open,2024-07-10T19:20:01,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1083,Medium,synthetic-design,AUDIT-cases-CASE-01083
CASE-01084,Synthetic investigation 1084,physical,open,2025-03-23T16:21:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1084,Medium,synthetic-design,AUDIT-cases-CASE-01084
CASE-01085,Synthetic investigation 1085,mixed,open,2025-04-01T05:19:24,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1085,Medium,synthetic-design,AUDIT-cases-CASE-01085
CASE-01086,Synthetic investigation 1086,financial,closed,2024-08-22T11:22:45,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1086,Medium,synthetic-design,AUDIT-cases-CASE-01086
CASE-01087,Synthetic investigation 1087,communication,review,2025-04-17T22:04:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1087,Medium,synthetic-design,AUDIT-cases-CASE-01087
CASE-01088,Synthetic investigation 1088,cyber,closed,2024-04-04T23:06:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1088,Medium,synthetic-design,AUDIT-cases-CASE-01088
CASE-01089,Synthetic investigation 1089,physical,open,2024-04-20T01:03:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1089,Medium,synthetic-design,AUDIT-cases-CASE-01089
CASE-01090,Synthetic investigation 1090,mixed,open,2025-04-22T16:12:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1090,Medium,synthetic-design,AUDIT-cases-CASE-01090
CASE-01091,Synthetic investigation 1091,financial,closed,2024-07-12T11:39:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1091,Medium,synthetic-design,AUDIT-cases-CASE-01091
CASE-01092,Synthetic investigation 1092,communication,closed,2025-07-06T03:08:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1092,Medium,synthetic-design,AUDIT-cases-CASE-01092
CASE-01093,Synthetic investigation 1093,cyber,closed,2025-01-02T18:05:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1093,Medium,synthetic-design,AUDIT-cases-CASE-01093
CASE-01094,Synthetic investigation 1094,physical,review,2024-05-22T10:54:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1094,Medium,synthetic-design,AUDIT-cases-CASE-01094
CASE-01095,Synthetic investigation 1095,mixed,open,2024-06-26T07:23:48,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1095,Medium,synthetic-design,AUDIT-cases-CASE-01095
CASE-01096,Synthetic investigation 1096,financial,review,2025-02-10T01:21:53,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1096,Medium,synthetic-design,AUDIT-cases-CASE-01096
CASE-01097,Synthetic investigation 1097,communication,open,2024-03-24T19:57:15,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1097,Medium,synthetic-design,AUDIT-cases-CASE-01097
CASE-01098,Synthetic investigation 1098,cyber,open,2024-05-13T10:25:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1098,Medium,synthetic-design,AUDIT-cases-CASE-01098
CASE-01099,Synthetic investigation 1099,physical,open,2024-12-28T09:15:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1099,Medium,synthetic-design,AUDIT-cases-CASE-01099
CASE-01100,Synthetic investigation 1100,mixed,review,2024-06-07T22:27:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1100,Medium,synthetic-design,AUDIT-cases-CASE-01100
CASE-01101,Synthetic investigation 1101,financial,closed,2024-01-22T06:23:43,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1101,Medium,synthetic-design,AUDIT-cases-CASE-01101
CASE-01102,Synthetic investigation 1102,communication,open,2025-02-15T19:31:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1102,Medium,synthetic-design,AUDIT-cases-CASE-01102
CASE-01103,Synthetic investigation 1103,cyber,closed,2024-06-20T16:44:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1103,Medium,synthetic-design,AUDIT-cases-CASE-01103
CASE-01104,Synthetic investigation 1104,physical,open,2024-07-19T07:29:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1104,Medium,synthetic-design,AUDIT-cases-CASE-01104
CASE-01105,Synthetic investigation 1105,mixed,open,2025-02-23T18:25:22,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1105,Medium,synthetic-design,AUDIT-cases-CASE-01105
CASE-01106,Synthetic investigation 1106,financial,open,2025-03-11T00:27:05,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1106,Medium,synthetic-design,AUDIT-cases-CASE-01106
CASE-01107,Synthetic investigation 1107,communication,closed,2024-11-08T13:16:26,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1107,Medium,synthetic-design,AUDIT-cases-CASE-01107
CASE-01108,Synthetic investigation 1108,cyber,closed,2024-04-05T11:46:14,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1108,Medium,synthetic-design,AUDIT-cases-CASE-01108
CASE-01109,Synthetic investigation 1109,physical,open,2025-06-16T05:11:20,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1109,Medium,synthetic-design,AUDIT-cases-CASE-01109
CASE-01110,Synthetic investigation 1110,mixed,review,2024-01-07T18:43:38,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1110,Medium,synthetic-design,AUDIT-cases-CASE-01110
CASE-01111,Synthetic investigation 1111,financial,open,2025-06-05T00:31:25,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1111,Medium,synthetic-design,AUDIT-cases-CASE-01111
CASE-01112,Synthetic investigation 1112,communication,closed,2024-05-26T10:51:41,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1112,Medium,synthetic-design,AUDIT-cases-CASE-01112
CASE-01113,Synthetic investigation 1113,cyber,closed,2025-03-09T00:15:27,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1113,Medium,synthetic-design,AUDIT-cases-CASE-01113
CASE-01114,Synthetic investigation 1114,physical,closed,2025-07-14T04:33:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1114,Medium,synthetic-design,AUDIT-cases-CASE-01114
CASE-01115,Synthetic investigation 1115,mixed,closed,2025-07-21T14:45:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1115,Medium,synthetic-design,AUDIT-cases-CASE-01115
CASE-01116,Synthetic investigation 1116,financial,open,2024-03-06T23:29:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1116,Medium,synthetic-design,AUDIT-cases-CASE-01116
CASE-01117,Synthetic investigation 1117,communication,review,2024-08-22T11:47:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1117,Medium,synthetic-design,AUDIT-cases-CASE-01117
CASE-01118,Synthetic investigation 1118,cyber,open,2025-05-11T09:59:39,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1118,Medium,synthetic-design,AUDIT-cases-CASE-01118
CASE-01119,Synthetic investigation 1119,physical,open,2025-05-10T22:31:59,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1119,Medium,synthetic-design,AUDIT-cases-CASE-01119
CASE-01120,Synthetic investigation 1120,mixed,review,2024-09-20T09:30:46,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1120,Medium,synthetic-design,AUDIT-cases-CASE-01120
CASE-01121,Synthetic investigation 1121,financial,closed,2024-04-11T18:24:32,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1121,Medium,synthetic-design,AUDIT-cases-CASE-01121
CASE-01122,Synthetic investigation 1122,communication,open,2025-01-20T07:13:31,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1122,Medium,synthetic-design,AUDIT-cases-CASE-01122
CASE-01123,Synthetic investigation 1123,cyber,review,2024-02-28T20:02:58,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1123,Medium,synthetic-design,AUDIT-cases-CASE-01123
CASE-01124,Synthetic investigation 1124,physical,open,2024-03-20T15:18:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1124,Medium,synthetic-design,AUDIT-cases-CASE-01124
CASE-01125,Synthetic investigation 1125,mixed,closed,2024-04-17T16:49:28,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1125,Medium,synthetic-design,AUDIT-cases-CASE-01125
CASE-01126,Synthetic investigation 1126,financial,closed,2025-05-22T14:42:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1126,Medium,synthetic-design,AUDIT-cases-CASE-01126
CASE-01127,Synthetic investigation 1127,communication,open,2024-06-20T09:51:04,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1127,Medium,synthetic-design,AUDIT-cases-CASE-01127
CASE-01128,Synthetic investigation 1128,cyber,closed,2024-12-09T00:36:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1128,Medium,synthetic-design,AUDIT-cases-CASE-01128
CASE-01129,Synthetic investigation 1129,physical,review,2024-10-15T16:36:55,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1129,Medium,synthetic-design,AUDIT-cases-CASE-01129
CASE-01130,Synthetic investigation 1130,mixed,open,2024-10-02T02:27:13,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1130,Medium,synthetic-design,AUDIT-cases-CASE-01130
CASE-01131,Synthetic investigation 1131,financial,review,2024-06-12T16:58:17,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1131,Medium,synthetic-design,AUDIT-cases-CASE-01131
CASE-01132,Synthetic investigation 1132,communication,open,2024-12-01T04:10:33,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1132,Medium,synthetic-design,AUDIT-cases-CASE-01132
CASE-01133,Synthetic investigation 1133,cyber,closed,2024-12-27T11:31:34,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1133,Medium,synthetic-design,AUDIT-cases-CASE-01133
CASE-01134,Synthetic investigation 1134,physical,open,2024-02-21T23:29:16,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1134,Medium,synthetic-design,AUDIT-cases-CASE-01134
CASE-01135,Synthetic investigation 1135,mixed,closed,2025-04-20T18:25:19,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1135,Medium,synthetic-design,AUDIT-cases-CASE-01135
CASE-01136,Synthetic investigation 1136,financial,review,2025-07-22T10:51:45,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-FIN-1136,Medium,synthetic-design,AUDIT-cases-CASE-01136
CASE-01137,Synthetic investigation 1137,communication,closed,2025-01-31T00:27:37,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-COM-1137,Medium,synthetic-design,AUDIT-cases-CASE-01137
CASE-01138,Synthetic investigation 1138,cyber,review,2025-06-25T05:53:18,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-CYBER-1138,Medium,synthetic-design,AUDIT-cases-CASE-01138
CASE-01139,Synthetic investigation 1139,physical,closed,2024-05-20T18:00:40,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-PHYS-1139,Medium,synthetic-design,AUDIT-cases-CASE-01139
CASE-01140,Synthetic investigation 1140,mixed,review,2024-08-29T08:56:49,Synthetic investigation case for TraceX analytical testing.,SYNTHETIC,,,true,,SCN-MIXED-1140,Medium,synthetic-design,AUDIT-cases-CASE-01140
